topic,size,label,keywords,mk_q,mk_p,mk_tau,mk_trend,burst_max,drift_total_dist,drift_step_mean,drift_robust_score,method,beta_year_z,p,q
54,71,54_signals_brain_signal_emotion,eeg; eeg signals; brain; bci; signals; brain computer; epileptic; computer interface; epilepsy; seizures; electroencephalography; eeg data; classification; signal; electroencephalography eeg,7.706875958109667e-05,7.420182462691827e-06,0.6266666666666667,increasing,,,,,logit,0.6275254275380078,9.360847258478542e-05,0.0002582302691994
55,70,55_scheduling_cloud_load_computing,scheduling; task scheduling; cloud; cloud computing; virtual machines; computing; virtual; virtual machine; algorithms; allocation; scheduling algorithms; task; data centers; resource; machines,0.8231260860023791,0.7608728526072412,-0.0466666666666666,no_trend,,,,,logit,-0.1036673431579699,0.3720842364325765,0.4377461605089135
56,69,56_positioning_indoor_location_gps,positioning; indoor; indoor positioning; location; gps; positioning systems; rssi; signal; localization; indoor location; signal map; signal strength; indoor localization; bluetooth; lateration,0.089342350420685,0.0535969598348442,0.2766666666666666,no_trend,,,,,logit,0.0852521340599012,0.4929205479423159,0.5633377690769324
57,68,57_robot_manipulation_action_robots,robot; learning; skill; manipulation; action; robots; model; sensorimotor; demonstrations; task; skills; affordances; human; reward; arm,0.0133062245537883,0.0054790336397951,0.3966666666666666,increasing,,,,,logit,0.3302633393871579,0.0183411638662946,0.029944757332726
58,67,58_segmentation_age_images_mr,bone; bone age; fractures; images; meniscus; knee; fracture; mr; diagnosis; age; femoral; segmentation; ray; mr images; ray images,0.0031027540809671,0.001121163239341,0.46,increasing,,,,,logit,0.7611363491484013,2.7491918427890754e-05,8.145753608263927e-05
59,67,59_fingerprint_gender_biometric_face,fingerprint; biometric; vein; fingerprint recognition; palm; fingerprints; recognition; hand vein; images; identification; fingerprint images; palm vein; minutiae; systems; hand,0.6993940033607242,0.6229896164389643,0.0733333333333333,no_trend,,,,,logit,-0.1082544090788342,0.3626708122002942,0.433543508923449
60,66,60_character_character recognition_recognition_ocr,ottoman; recognition; character; character recognition; ocr; handwriting; turkish; handwritten; ottoman turkish; optical character; letters; characters; script; documents; dataset,0.827920897150104,0.7792196679059802,-0.0433333333333333,no_trend,,,,,logit,-0.0472428135285854,0.6941221863074136,0.7403969987279079
61,66,61_images_satellite_segmentation_object,images; sar; image; segmentation; sar images; classification; remote sensing; speckle; detection; satellite; disaster; satellite images; object; learning; deep,0.0691106841733806,0.0383302954238917,0.2966666666666667,increasing,,,,,logit,0.2055894019002611,0.1302866939425094,0.1778977098347386
62,64,62_sleep_signals_heart_sounds,sleep; emg; signals; apnea; sounds; sleep apnea; emg signals; ecg; osas; emd; heart; classification; eeg; patients; data,0.0190888773572401,0.0093038225774784,0.37,increasing,,,,,logit,0.2474668912689785,0.075078549235884,0.1078444889312628
63,64,63_dr_disease_vessels_diagnosis,retinopathy; diabetic retinopathy; diabetic; retinal; retina; disease; dr; fundus; vessels; diagnosis; images; diabetes; diseases; learning; blood,0.0021032430219126,0.0006716238221233,0.48,increasing,,,,,logit,0.5861985600193517,0.0004004843492211,0.0008431249457287
64,64,64_clustering_clustering algorithms_algorithm_kmeans,clustering; data; algorithm; dbscan; clusterings; algorithms; data clustering; clustering algorithms; clusters; stream clustering; cluster; data streams; data stream; stream; clustering algorithm,0.4891526490035303,0.3863894874481668,0.1266666666666666,no_trend,,,,,logit,-0.0395925332704357,0.7515616347183316,0.7808432568502147
65,64,65_brain_tumor_mr_mri,tumors; brain; tumor; brain tumors; brain tumor; mri; mr; images; mr images; classification; learning; glioma; mri images; diagnosis; model,0.000829681420134,0.0002021912704528,0.4933333333333333,increasing,,,,,logit,1.1621676329494517,1.4369914441189964e-07,5.474253120453319e-07
66,63,66_reality_augmented reality_augmented_virtual,augmented reality; reality; augmented; ar; reality technology; facility; virtual; mobile; virtual reality; 3d; education; reality virtual; technology; unity; reality ar,0.0006041340938846,0.0001319956843781,0.53,increasing,,,,,logit,0.6079325095100832,0.0002125664505888,0.0005001563543268
67,60,67_reinforcement_reinforcement learning_agents_learning,reinforcement learning; reinforcement; learning; rl; agent; environment; reward; policy; pruning; model; agents; environments; drl; rewards; deep reinforcement,0.6993940033607242,0.6222252922411715,-0.0733333333333333,no_trend,,,,,logit,0.0023304761033758,0.9857376110525148,0.9857376110525148
68,59,68_question_answering_natural language_language,question answering; answering; question; natural language; language; qa; turkish; questions; answer; natural; factoid; language processing; information; processing; answering systems,0.0556623826937069,0.0294683202496095,-0.3133333333333333,decreasing,,,,,logit,-0.4478226967819306,0.0002407158112733,0.0005502075686248
69,58,69_database_nosql_databases_hadoop,nosql; data; database; nosql databases; databases; relational; cassandra; distributed database; query; mongodb; relational databases; distributed; nosql database; sql; systems,0.6899348704435219,0.6029682901355149,0.0766666666666666,no_trend,,,,,logit,-0.0583538392903226,0.653309036495882,0.7062800394550076
70,58,70_tracking_video_object_surveillance,object; tracking; object tracking; video; moving object; moving; camera; objects; surveillance; moving objects; detection; object detection; image; background; target object,0.8231260860023791,0.7603630023013341,-0.0466666666666666,no_trend,,,,,logit,-0.3129835336089706,0.0120349711379117,0.02048505725602
71,58,71_testing_test_software_software testing,test; software testing; software; testing; test automation; test cases; mutation; software test; test case; automation; mutation testing; ui; model; tests; unit testing,0.2922908031496191,0.2136915955799736,0.18,no_trend,,,,,logit,0.2118958229042234,0.1348092541600866,0.1797456722134488
72,54,72_programming_students_game_games,students; programming; gamification; game; learning; software; games; visual programming; computer programming; gamified; team; software development; programming education; education; teaching,0.2229813071244414,0.1573985697348998,0.2,no_trend,,,,,logit,0.2620261405480381,0.0800483404005669,0.1123485479306203
73,52,73_traffic_autonomous_signs_vehicle,traffic signs; lane; traffic; detection; traffic sign; vehicle; signs; road; autonomous; vehicles; driving; sign; lane detection; learning; deep learning,0.0005217659048242,0.0001096146858874,0.53,increasing,,,,,logit,0.642332293038868,0.0005245924854629,0.0010491849709258
74,52,74_translation_machine translation_turkish_morphological,translation; machine translation; turkish; english; mt; machine; english turkish; morphological; language; languages; uyghur; tatar; statistical machine; bleu; turkish english,0.0151108338899866,0.0067300352619268,-0.39,decreasing,,,,,logit,-0.4712742288912833,0.0003027763361708,0.0006728363026018
75,51,75_ontology_semantic_web_ontologies,ontology; semantic web; web; semantic; ontologies; data; ontology development; sparql; query; linked data; metadata; rdf; queries; ontology reuse; linked,0.089342350420685,0.0540558758847842,-0.2733333333333333,no_trend,,,,,logit,-0.6524090727272261,6.225926865959731e-07,2.1655397794642544e-06
76,51,76_fake_news_media_social media,cyberbullying; fake news; fake; news; social media; offensive; offensive language; social; media; hate; hate speech; misinformation; detection; turkish; news detection,0.0002343004624153,3.937822897737142e-05,0.4866666666666667,increasing,,,,,logit,1.9436428994152508,3.1740931685370873e-08,1.269637267414835e-07
77,51,77_health_patient_patients_monitoring,patient; health; patients; mobile; data; monitoring; patient monitoring; care; blood; doctors; medical; ecg; treatment; healthcare; prescriptions,0.7784255004526567,0.7064702020914868,0.0566666666666666,no_trend,,,,,logit,-0.0822150257195033,0.5416418489316184,0.593580108418212
78,50,78_robot_robots_mobile robot_environment,robot; slam; localization; robots; environment; mobile robot; autonomous; localization mapping; simultaneous localization; sensor; path planning; imu; inertial; mobile; navigation,0.6817758140427311,0.5843792691794838,0.08,no_trend,,,,,logit,-0.0328865451645842,0.816811381356312,0.8377552629295508
79,50,79_digital_ai_industry_digital transformation,lean; rpa; fintech; i5; dx; foresight; entrepreneurship; robotic process; industry; digital; digital transformation; ai; sector; process automation; turkey,0.0371235352813087,0.0187177488813321,0.3133333333333333,increasing,,,,,logit,0.9036097633606294,2.370111811635892e-05,7.292651728110436e-05
80,49,80_rehabilitation_exercise_virtual reality_virtual,rehabilitation; virtual reality; kinect; exercise; reality; game; patients; exercises; therapy; treatment; virtual; games; cybersickness; children; physiotherapy,0.0145555705823978,0.0062381016781705,0.3866666666666666,increasing,,,,,,,,
81,48,81_peertopeer_peers_p2p_message,peer; peers; p2p; peer peer; data; mobile; message; service; client; messaging; middleware; systems; services; peer networks; protocols,3.874019180548515e-05,2.9299304726837505e-06,-0.67,decreasing,,,,,,,,
82,48,82_traffic_transportation_road_travel,traffic; traffic flow; road; traffic speed; traffic light; intersections; data; time; transportation; traffic lights; congestion; models; model; flow; lights,0.071681483387272,0.0416561808764801,0.2866666666666667,increasing,,,,,,,,
83,47,83_hiding_secret_hidden_cover,steganography; lsb; hiding; steganalysis; secret; image; steganographic; data; image steganography; stego; security; information; message; images; information hiding,0.9101388469120436,0.887194170099135,0.0233333333333333,no_trend,,,,,,,,
84,47,84_disease_diagnosis_brain_mri,alzheimer; alzheimer disease; disease; diagnosis; brain; mri; dementia; diagnosis alzheimer; learning; ad; deep learning; deep; mci; neurological; images,0.0021000659002887,0.0006427683924525,0.4533333333333333,increasing,,,,,,,,
85,46,85_encryption_chaotic_image_chaos,encryption; chaotic; image encryption; image; chaos; images; chaotic maps; data; security; algorithm; cryptography; chaotic systems; encrypted; encryption algorithm; encryption algorithms,1.0,1.0,0.0033333333333333,no_trend,,,,,,,,
86,46,86_layout_visualization_graph_graphs,layout; visualization; graph; sbgn; graph layout; graph visualization; pathway; graphs; layout algorithm; data; compound; force directed; pathways; patika; complexity management,0.2410758043091064,0.1721970030779331,-0.1966666666666666,no_trend,,,,,,,,
87,44,87_vehicles_ad hoc_hoc_routing,vehicular; vanet; vehicles; routing; vanets; vehicle; ad hoc; vehicular ad; hoc; ad; hoc networks; mobility; traffic; networks; network,0.1370904540319257,0.0887055879030107,0.2433333333333333,no_trend,,,,,,,,
88,44,88_plane_network_controller_software defined,sdn; network; software defined; controller; plane; data plane; control plane; networking; traffic; sdn controller; networks; defined networks; routing; wan; data,0.0138729690045113,0.005828978573324,0.3733333333333333,increasing,,,,,,,,
89,44,89_ip_voip_protocol_mobile,ipv6; ip; sip; ipv4; voip; protocol; mobile ip; mobile; mobile node; internet; network; internet protocol; routing; voice; route optimization,0.0014992182474082,0.0003905526526861,-0.5033333333333333,decreasing,,,,,,,,
90,43,90_iot_computing_devices_things,fog; iot; computing; devices; data; fog computing; cloud; edge; edge computing; offloading; internet things; things; task offloading; internet; iot devices,0.0021000659002887,0.0006529616664763,0.4433333333333333,increasing,,,,,,,,
91,41,91_cards_card_payment_biometric,biometric; cards; payment; nfc; smart cards; card; smart; security; mobile; mobile payment; smart card; payment systems; purse; data; biometrics,0.0017023463811201,0.00048638468032,-0.5,decreasing,,,,,,,,
92,40,92_planning_path_path planning_unmanned,planning; path planning; path; unmanned; uavs; uav; flight; aerial; vehicle; vehicles; unmanned aerial; route; mission; altitude; air,0.896930539704357,0.8667816140000089,0.0266666666666666,no_trend,,,,,,,,
93,39,93_music_musical_audio_genre,music; melody; musical; genre; genre classification; music genre; monophonic; midi; pitch; note; turkish music; compositions; classification; music information; music recommendation,0.827920897150104,0.7766319136469384,-0.0433333333333333,no_trend,,,,,,,,
94,39,94_virtualization_cloud_cloud computing_computing,virtualization; cloud; cloud computing; computing; container; migration; technology; docker; virtualization technology; virtual; technologies; virtualization technologies; hypervisor; service; virtual machine,0.0169066770203376,0.007814010387551,0.3733333333333333,increasing,,,,,,,,
95,38,95_fraud_credit_fraud detection_credit card,fraud; fraud detection; credit; credit card; card; card fraud; transactions; fraudulent; insurance; detection; data; learning; credit cards; cards; transaction,0.0063429345388445,0.0023985886911597,0.4166666666666667,increasing,,,,,,,,
96,38,96_action_actions_human_recognition,action recognition; action; recognition; human actions; human action; human; actions; videos; activity recognition; dataset; learning; video; 3d; collective activity; activity,0.071681483387272,0.0421208508676458,0.2833333333333333,increasing,,,,,,,,
97,38,97_wireless_wireless network_security_wireless networks,wireless; security; 802; network; wireless network; wireless networks; networks; wireless local; local area; wired; wlan; ieee 802; 802 11; area network; ieee,1.8669216373945478e-05,8.758655589691244e-07,-0.6966666666666667,decreasing,,,,,,,,
98,37,98_microservice_architecture_maintainability_software,microservice; microservices; microservice architecture; monolithic; architecture; software; microservices architecture; services; data; monolithic architecture; chaos; microservice architectures; service; msa; systems,0.0001107610593296,1.3961478066759623e-05,0.55,increasing,,,,,,,,
99,37,99_expressions_mathematical_syntax_symbolic,expressions; mathematical expressions; symbolic; javacc; mathematical; parser; syntax; symbolic computation; mathematical expression; expression; programming; grammar; handwritten mathematical; functional programming; abstract syntax,0.1585225858896752,0.1079019282106192,-0.23,no_trend,,,,,,,,
100,37,100_iot_authentication_rfid_security,iot; authentication; rfid; security; protocol; devices; privacy; protocols; internet things; attacks; iot devices; things; internet; authentication protocol; dtls,0.0107804510088298,0.004304610562438,0.3966666666666666,increasing,,,,,,,,
101,36,101_genome_read_dna_reads,sequencing; genome; dna; read; reads; genomic; alignment; svs; inversions; data; hts; duplications; assembly; genomes; sequence,0.0023746980078978,0.0007982178177807,0.4533333333333333,increasing,,,,,,,,
102,36,102_news_documents_event_articles,news; documents; news articles; event detection; event; information; articles; data; document; latent semantic; semantic; detection tracking; stories; pages; retrieval,0.3927840487756087,0.3003642725931126,-0.15,no_trend,,,,,,,,
103,35,103_skin_cancer_images_diagnosis,skin; melanoma; skin cancer; cancer; lesion; images; lesions; skin lesions; diagnosis; skin lesion; dermoscopic; learning; classification; isic; dermoscopy,0.000369920711724,7.460585782670393e-05,0.4866666666666667,increasing,,,,,,,,
104,34,104_video_streaming_coding_packet,video; iptv; streaming; raptor; 264; packet; rtp; quic; coding; video coding; network; protocol; intermediate node; quality; quality experience,0.0400019909041576,0.0205052222281816,-0.33,decreasing,,,,,,,,
105,33,105_spectrum_radio_cognitive_channel,cognitive radio; spectrum; radio; cognitive; secondary users; channel; radio networks; secondary; primary users; users; licensed; channel assignment; networks; primary user; sus,0.948567570977332,0.9405964149186988,-0.0133333333333333,no_trend,,,,,,,,
106,33,106_path_robots_agents_planning,robots; path; robot; agents; path planning; agent; planning; flock; formation control; flocking; mapf; search; algorithm; target search; multi agent,0.2101800024846347,0.146596136186762,-0.2033333333333333,no_trend,,,,,,,,
107,33,107_elliptic_multiplication_modular_curve,elliptic; elliptic curve; multiplication; elliptic curves; cryptography; rsa; curve; modular; curves; montgomery; modular multiplication; cryptographic; curve cryptography; multiplier; scalar multiplication,0.8496153652813699,0.8139172406897157,-0.0366666666666666,no_trend,,,,,,,,
108,32,108_effort_estimation_software_project,effort estimation; software; software effort; estimation; cost estimation; effort; projects; software cost; project; software projects; cocomo; risk; model; cost; software development,0.9408016110645598,0.924989819281962,0.0166666666666666,no_trend,,,,,,,,
109,32,109_digital_image_transform_discrete,watermarking; watermark; image; image watermarking; images; digital watermarking; copyright; digital; copyright protection; watermarked; attacks; dwt; fragile; transform; medical images,0.5499869766067962,0.4575521906224606,0.1066666666666666,no_trend,,,,,,,,
110,32,110_posts_social_influential_tweets,microblogging; tweets; posts; social; users; influential; user; twitter; microblogs; influential user; sentiment; microblog; social networks; information; microbloggers,0.0635959696176257,0.0347372943289552,0.2866666666666667,increasing,,,,,,,,
111,32,111_control_sliding_controller_mode,sliding mode; mode control; fractional order; fractional; control; sliding; controller; disturbance; mode; disturbance observer; order; robust control; systems; disturbances; disturbance rejection,0.1078429550593919,0.0670620056671849,0.26,no_trend,,,,,,,,
112,31,112_network_security_packet_ip,firewall; network; firewalls; security; ipsec; packet filtering; packet; virtual private; packets; ip; vpn; networks; virtual; opnet; private network,0.0031027540809671,0.0011036571297289,-0.4633333333333333,decreasing,,,,,,,,
113,31,113_sensor_coverage_localization_deployment,sensor; wireless sensor; sensor networks; wireless; localization; wsns; nodes; coverage; deployment; sensor nodes; dynamic deployment; wsn; algorithm; networks; sensors,0.1463829807043476,0.0959485083608329,0.23,no_trend,,,,,,,,
114,31,114_interoperability_healthcare_health_clinical,ehr; interoperability; health; healthcare; clinical; patient; information; medical; systems; data; electronic health; ihe; hl7; semantic; standards,0.4579508610018588,0.3578943703627972,-0.13,no_trend,,,,,,,,
115,30,115_automata_finite_qualitative_quantum,automata; automaton; finite automata; finite; quantum; kronecker; turing; turing machines; finite automaton; time; verifiers; timed automata; timed; model; qualitative,0.157861767226948,0.1061255577996289,-0.2233333333333333,no_trend,,,,,,,,
116,30,116_earthquake_earthquakes_disasters_magnitude,earthquake; earthquakes; seismic; earthquake prediction; data; disasters; tweets; shear; prediction; natural disasters; lstm; model; dataset; earthquake magnitude; social media,0.4555559696081539,0.3521945311256316,0.13,no_trend,,,,,,,,
117,30,117_usability_mobile_interface_voice,usability; ivr; mobile; software; user; user centered; voice; cabin; development; vui; interface; sus; information; voice response; eye tracking,0.8341428224828215,0.7920852011811665,0.04,no_trend,,,,,,,,
118,30,118_websites_attacks_url_malicious,phishing; phishing attacks; attacks; phishing websites; urls; phishing detection; websites; url; malicious; learning; detection; social engineering; legitimate; web pages; detecting phishing,0.0001320024786795,1.7748232427505783e-05,0.5433333333333333,increasing,,,,,,,,
